study_hours,attendance,lab_participation,prev_grades,quiz_scores,risk_label
7.49080237694725,51.908178513621806,6.72702994208898,59.92992870063887,64.8256954077822,0
19.01428612819832,47.9181877629731,7.966813971913723,51.37078552153048,17.238636210516624,0
14.639878836228101,2.5642065806435688,2.50467898792499,28.818452595952948,87.23945633548149,1
11.973169683940732,34.12478276261564,6.248740996069989,0.6464357789710551,61.311623906924154,0
3.1203728088487304,38.019561878585705,5.717459831437487,49.623922190081394,15.720388355695425,0
3.119890406724053,39.88227808969005,8.32830376788271,28.56259885622431,96.23380574812069,0
1.1616722433639892,58.017236922733225,9.060870604812605,73.46083007105351,51.83654633353206,0
17.323522915498703,53.360254672687844,0.12156771477386807,2.394626527048349,7.289845187165501,0
12.022300234864176,60.79050927934446,6.740199190587926,58.482781130579085,62.68329044150672,0
14.161451555920909,76.48832615421283,0.5183579911972902,94.14742375060654,25.31989070128102,0
0.41168988591604894,81.29857387160935,5.488586650773559,17.440926711149952,80.36934518773025,0
19.398197043239886,71.81230762264944,2.876327290436782,47.16494907505954,81.78220735661907,0
16.648852816008436,95.55236959549347,3.067765995221412,9.142199181713817,97.89473558546618,0
4.246782213565523,1.823258267636163,3.5295850345235658,62.56819122613526,50.186953102450374,0
3.6364993441420124,19.57779856835461,6.212924490496102,55.05316805962256,45.495687972773716,1
3.6680901970686763,0.756287497814212,3.340499656687692,40.736552421283236,75.34756054464806,1
6.0848448591907545,64.7474714154603,7.326990505902804,52.13770214737412,13.247065634192657,0
10.495128632644757,89.8030548949987,4.045273855738697,89.65746584690102,54.69155137931242,0
8.638900372842315,24.34822965762993,0.6835320030995862,19.629430231106703,54.624760013085094,0
5.824582803960839,92.70345447963066,7.837598424841072,2.2564511705347234,8.947312281038721,0
12.23705789444759,6.026739028956085,2.85758324592706,86.16648846991009,41.798408550691356,0
2.7898772130408367,93.44360268055144,4.3276687959926265,57.71170823879065,85.3284798567202,0
5.842892970704363,35.16226872396344,6.8544388322190155,89.06584554618424,85.61536219946603,0
7.327236865873834,10.142082844921651,3.32456157148712,59.69452234131726,9.9237664919681,0
9.12139968434072,48.58717591863256,0.5658565614671562,81.01610899597024,9.072088274783086,0
15.703519227860273,25.677656772050796,3.739210470128136,42.967336335514794,26.26954770019353,0
3.9934756431671947,28.487290196192284,9.444485826943033,74.98599312882688,87.47660625539935,0
10.284688768272233,30.728996492628657,6.417343972985582,91.3041466889856,12.890258507349895,0
